"Start Time","End Time","Duration"
"December 23, 2017 at 03:39PM","December 23, 2017 at 03:49PM",629
"December 23, 2017 at 05:16PM","December 23, 2017 at 05:24PM",530
"December 24, 2017 at 06:38AM","December 24, 2017 at 06:48AM",584
"December 24, 2017 at 08:14AM","December 24, 2017 at 08:25AM",608
"December 24, 2017 at 09:54AM","December 24, 2017 at 10:00AM",325
"December 24, 2017 at 01:12PM","December 24, 2017 at 01:16PM",272
"December 24, 2017 at 02:47PM","December 24, 2017 at 02:56PM",591
"December 24, 2017 at 04:23PM","December 24, 2017 at 04:33PM",606
"December 25, 2017 at 05:47AM","December 25, 2017 at 05:55AM",485
"December 25, 2017 at 07:22AM","December 25, 2017 at 07:32AM",636
"December 25, 2017 at 09:00AM","December 25, 2017 at 09:08AM",442
"December 25, 2017 at 01:55PM","December 25, 2017 at 02:03PM",529
"December 25, 2017 at 03:30PM","December 25, 2017 at 03:41PM",638
"December 25, 2017 at 05:09PM","December 25, 2017 at 05:14PM",272
"December 26, 2017 at 04:57AM","December 26, 2017 at 05:01AM",265
"December 26, 2017 at 06:29AM","December 26, 2017 at 06:40AM",637
"December 26, 2017 at 08:07AM","December 26, 2017 at 08:16AM",529
"December 26, 2017 at 01:03PM","December 26, 2017 at 01:10PM",440
"December 26, 2017 at 02:38PM","December 26, 2017 at 02:49PM",636
"December 26, 2017 at 04:15PM","December 26, 2017 at 04:24PM",488
"December 27, 2017 at 05:38AM","December 27, 2017 at 05:48AM",605
"December 27, 2017 at 07:14AM","December 27, 2017 at 07:24AM",592
"December 27, 2017 at 08:54AM","December 27, 2017 at 08:59AM",274
"December 27, 2017 at 12:11PM","December 27, 2017 at 12:16PM",323
"December 27, 2017 at 01:46PM","December 27, 2017 at 01:56PM",607
"December 27, 2017 at 03:22PM","December 27, 2017 at 03:32PM",586
"December 28, 2017 at 04:46AM","December 28, 2017 at 04:55AM",527
"December 28, 2017 at 06:21AM","December 28, 2017 at 06:32AM",629
"December 28, 2017 at 08:00AM","December 28, 2017 at 08:07AM",404
"December 28, 2017 at 11:20AM","December 28, 2017 at 11:22AM",147
"December 28, 2017 at 12:54PM","December 28, 2017 at 01:03PM",553
"December 28, 2017 at 02:30PM","December 28, 2017 at 02:40PM",631
"December 29, 2017 at 03:55AM","December 29, 2017 at 04:01AM",366
"December 29, 2017 at 05:29AM","December 29, 2017 at 05:40AM",640
"December 29, 2017 at 07:07AM","December 29, 2017 at 07:15AM",501
"December 29, 2017 at 12:02PM","December 29, 2017 at 12:10PM",474
"December 29, 2017 at 01:38PM","December 29, 2017 at 01:48PM",640
"December 29, 2017 at 03:15PM","December 29, 2017 at 03:23PM",434
"December 30, 2017 at 04:37AM","December 30, 2017 at 04:47AM",620
"December 30, 2017 at 06:14AM","December 30, 2017 at 06:23AM",572
"December 30, 2017 at 07:54AM","December 30, 2017 at 07:58AM",214
"December 30, 2017 at 11:10AM","December 30, 2017 at 11:16AM",368
"December 30, 2017 at 12:45PM","December 30, 2017 at 12:56PM",621
"December 30, 2017 at 02:22PM","December 30, 2017 at 02:31PM",559
"December 31, 2017 at 03:45AM","December 31, 2017 at 03:55AM",560
"December 31, 2017 at 05:21AM","December 31, 2017 at 05:31AM",618
"December 31, 2017 at 07:00AM","December 31, 2017 at 07:06AM",363
"December 31, 2017 at 10:19AM","December 31, 2017 at 10:22AM",220
"December 31, 2017 at 11:53AM","December 31, 2017 at 12:03PM",575
"December 31, 2017 at 01:29PM","December 31, 2017 at 01:40PM",620
"January 01, 2018 at 02:54AM","January 01, 2018 at 03:01AM",436
"January 01, 2018 at 04:28AM","January 01, 2018 at 04:39AM",639
"January 01, 2018 at 06:07AM","January 01, 2018 at 06:15AM",470
"January 01, 2018 at 11:01AM","January 01, 2018 at 11:10AM",504
"January 01, 2018 at 12:37PM","January 01, 2018 at 12:48PM",641
"January 01, 2018 at 02:15PM","January 01, 2018 at 02:21PM",363
"January 02, 2018 at 02:05AM","January 02, 2018 at 02:06AM",73
"January 02, 2018 at 03:36AM","January 02, 2018 at 03:47AM",630
"January 02, 2018 at 05:14AM","January 02, 2018 at 05:23AM",550
"January 02, 2018 at 06:55AM","January 02, 2018 at 06:57AM",137
"January 02, 2018 at 10:09AM","January 02, 2018 at 10:16AM",407
"January 02, 2018 at 11:45AM","January 02, 2018 at 11:55AM",630
"January 02, 2018 at 01:22PM","January 02, 2018 at 01:31PM",526
"January 03, 2018 at 02:44AM","January 03, 2018 at 02:54AM",585
"January 03, 2018 at 04:21AM","January 03, 2018 at 04:31AM",605
"January 03, 2018 at 06:00AM","January 03, 2018 at 06:06AM",317
"January 03, 2018 at 09:18AM","January 03, 2018 at 09:22AM",277
"January 03, 2018 at 10:53AM","January 03, 2018 at 11:03AM",593
"January 03, 2018 at 12:29PM","January 03, 2018 at 12:39PM",605
"January 04, 2018 at 01:53AM","January 04, 2018 at 02:01AM",488
"January 04, 2018 at 03:28AM","January 04, 2018 at 03:39AM",634
"January 04, 2018 at 05:07AM","January 04, 2018 at 05:14AM",436
"January 04, 2018 at 10:01AM","January 04, 2018 at 10:10AM",531
"January 04, 2018 at 11:37AM","January 04, 2018 at 11:47AM",638
"January 04, 2018 at 01:16PM","January 04, 2018 at 01:20PM",260
"January 05, 2018 at 01:03AM","January 05, 2018 at 01:07AM",275
"January 05, 2018 at 02:36AM","January 05, 2018 at 02:46AM",636
"January 05, 2018 at 04:13AM","January 05, 2018 at 04:22AM",525
"January 05, 2018 at 09:09AM","January 05, 2018 at 09:16AM",444
"January 05, 2018 at 10:44AM","January 05, 2018 at 10:55AM",637
"January 05, 2018 at 12:22PM","January 05, 2018 at 12:30PM",483
"January 06, 2018 at 01:44AM","January 06, 2018 at 01:54AM",605
"January 06, 2018 at 03:20AM","January 06, 2018 at 03:30AM",588
"January 06, 2018 at 05:00AM","January 06, 2018 at 05:05AM",265
"January 06, 2018 at 08:17AM","January 06, 2018 at 08:22AM",327
"January 06, 2018 at 09:52AM","January 06, 2018 at 10:02AM",609
"January 06, 2018 at 11:29AM","January 06, 2018 at 11:38AM",584
"January 07, 2018 at 12:52AM","January 07, 2018 at 01:01AM",529
"January 07, 2018 at 02:27AM","January 07, 2018 at 02:38AM",626
"January 07, 2018 at 04:07AM","January 07, 2018 at 04:13AM",398
"January 07, 2018 at 07:26AM","January 07, 2018 at 07:28AM",153
"January 07, 2018 at 09:00AM","January 07, 2018 at 09:09AM",555
"January 07, 2018 at 10:36AM","January 07, 2018 at 10:46AM",630
"January 08, 2018 at 12:01AM","January 08, 2018 at 12:07AM",372
"January 08, 2018 at 01:35AM","January 08, 2018 at 01:46AM",638
"January 08, 2018 at 03:13AM","January 08, 2018 at 03:21AM",497
"January 08, 2018 at 08:08AM","January 08, 2018 at 08:16AM",477
"January 08, 2018 at 09:44AM","January 08, 2018 at 09:54AM",640
"January 08, 2018 at 11:21AM","January 08, 2018 at 11:28AM",428
"January 09, 2018 at 12:43AM","January 09, 2018 at 12:53AM",619
"January 09, 2018 at 02:20AM","January 09, 2018 at 02:29AM",569
"January 09, 2018 at 04:01AM","January 09, 2018 at 04:04AM",204
"January 09, 2018 at 07:16AM","January 09, 2018 at 07:22AM",370
"January 09, 2018 at 08:51AM","January 09, 2018 at 09:02AM",621
"January 09, 2018 at 10:28AM","January 09, 2018 at 10:37AM",557
"January 09, 2018 at 11:51PM","January 10, 2018 at 12:01AM",561
"January 10, 2018 at 01:27AM","January 10, 2018 at 01:37AM",616
"January 10, 2018 at 03:06AM","January 10, 2018 at 03:12AM",357
"January 10, 2018 at 06:25AM","January 10, 2018 at 06:28AM",224
"January 10, 2018 at 07:59AM","January 10, 2018 at 08:09AM",576
"January 10, 2018 at 09:35AM","January 10, 2018 at 09:46AM",619
"January 10, 2018 at 11:00PM","January 10, 2018 at 11:07PM",440
"January 11, 2018 at 12:34AM","January 11, 2018 at 12:45AM",637
"January 11, 2018 at 02:13AM","January 11, 2018 at 02:21AM",466
"January 11, 2018 at 07:07AM","January 11, 2018 at 07:16AM",506
"January 11, 2018 at 08:43AM","January 11, 2018 at 08:54AM",640
"January 11, 2018 at 10:21AM","January 11, 2018 at 10:27AM",355
"January 11, 2018 at 10:11PM","January 11, 2018 at 10:12PM",104
"January 11, 2018 at 11:42PM","January 11, 2018 at 11:53PM",629
"January 12, 2018 at 01:19AM","January 12, 2018 at 01:29AM",546
"January 12, 2018 at 03:01AM","January 12, 2018 at 03:03AM",122
"January 12, 2018 at 06:15AM","January 12, 2018 at 06:22AM",410
"January 12, 2018 at 07:51AM","January 12, 2018 at 08:01AM",631
"January 12, 2018 at 09:28AM","January 12, 2018 at 09:36AM",522
"January 12, 2018 at 10:50PM","January 12, 2018 at 11:00PM",586
"January 13, 2018 at 12:26AM","January 13, 2018 at 12:37AM",602
"January 13, 2018 at 02:06AM","January 13, 2018 at 02:12AM",311
"January 13, 2018 at 05:24AM","January 13, 2018 at 05:28AM",280
"January 13, 2018 at 06:59AM","January 13, 2018 at 07:08AM",594
"January 13, 2018 at 08:35AM","January 13, 2018 at 08:45AM",603
"January 13, 2018 at 09:59PM","January 13, 2018 at 10:07PM",491
"January 13, 2018 at 11:34PM","January 13, 2018 at 11:44PM",633
"January 14, 2018 at 01:13AM","January 14, 2018 at 01:20AM",431
"January 14, 2018 at 06:06AM","January 14, 2018 at 06:15AM",533
"January 14, 2018 at 07:42AM","January 14, 2018 at 07:53AM",636
"January 14, 2018 at 09:21AM","January 14, 2018 at 09:26AM",247
"January 14, 2018 at 09:08PM","January 14, 2018 at 09:13PM",284
"January 14, 2018 at 10:41PM","January 14, 2018 at 10:52PM",635
"January 15, 2018 at 12:19AM","January 15, 2018 at 12:28AM",521
"January 15, 2018 at 05:15AM","January 15, 2018 at 05:22AM",445
"January 15, 2018 at 06:50AM","January 15, 2018 at 07:01AM",637
"January 15, 2018 at 08:27AM","January 15, 2018 at 08:35AM",478
"January 15, 2018 at 09:49PM","January 15, 2018 at 09:59PM",606
"January 15, 2018 at 11:26PM","January 15, 2018 at 11:36PM",586
"January 16, 2018 at 01:06AM","January 16, 2018 at 01:11AM",258
"January 16, 2018 at 04:23AM","January 16, 2018 at 04:28AM",329
"January 16, 2018 at 05:58AM","January 16, 2018 at 06:08AM",609
"January 16, 2018 at 07:34AM","January 16, 2018 at 07:44AM",581
"January 16, 2018 at 08:58PM","January 16, 2018 at 09:07PM",531
"January 16, 2018 at 10:33PM","January 16, 2018 at 10:44PM",625
"January 17, 2018 at 12:12AM","January 17, 2018 at 12:19AM",394
"January 17, 2018 at 03:31AM","January 17, 2018 at 03:34AM",156
"January 17, 2018 at 05:06AM","January 17, 2018 at 05:15AM",556
"January 17, 2018 at 06:42AM","January 17, 2018 at 06:52AM",629
"January 17, 2018 at 08:07PM","January 17, 2018 at 08:13PM",377
"January 17, 2018 at 09:41PM","January 17, 2018 at 09:51PM",638
"January 17, 2018 at 11:19PM","January 17, 2018 at 11:27PM",493
"January 18, 2018 at 04:14AM","January 18, 2018 at 04:22AM",478
"January 18, 2018 at 05:49AM","January 18, 2018 at 06:00AM",640
"January 18, 2018 at 07:27AM","January 18, 2018 at 07:34AM",425
"January 18, 2018 at 08:48PM","January 18, 2018 at 08:59PM",619
"January 18, 2018 at 10:25PM","January 18, 2018 at 10:35PM",566
"January 19, 2018 at 12:06AM","January 19, 2018 at 12:09AM",197
"January 19, 2018 at 03:22AM","January 19, 2018 at 03:28AM",370
"January 19, 2018 at 04:57AM","January 19, 2018 at 05:07AM",621
"January 19, 2018 at 06:34AM","January 19, 2018 at 06:43AM",555
"January 19, 2018 at 07:57PM","January 19, 2018 at 08:06PM",561
"January 19, 2018 at 09:32PM","January 19, 2018 at 09:43PM",614
"January 19, 2018 at 11:12PM","January 19, 2018 at 11:18PM",353
"January 20, 2018 at 02:30AM","January 20, 2018 at 02:34AM",221
"January 20, 2018 at 04:05AM","January 20, 2018 at 04:14AM",575
"January 20, 2018 at 05:41AM","January 20, 2018 at 05:51AM",617
"January 20, 2018 at 07:05PM","January 20, 2018 at 07:13PM",440
"January 20, 2018 at 08:40PM","January 20, 2018 at 08:50PM",636
"January 20, 2018 at 10:18PM","January 20, 2018 at 10:26PM",463
"January 21, 2018 at 03:13AM","January 21, 2018 at 03:21AM",505
"January 21, 2018 at 04:48AM","January 21, 2018 at 04:59AM",639
"January 21, 2018 at 06:27AM","January 21, 2018 at 06:32AM",352
"January 21, 2018 at 07:47PM","January 21, 2018 at 07:58PM",629
"January 21, 2018 at 09:25PM","January 21, 2018 at 09:34PM",545
"January 21, 2018 at 11:06PM","January 21, 2018 at 11:08PM",113
"January 22, 2018 at 02:21AM","January 22, 2018 at 02:27AM",408
"January 22, 2018 at 03:56AM","January 22, 2018 at 04:06AM",629
"January 22, 2018 at 05:33AM","January 22, 2018 at 05:42AM",520
"January 22, 2018 at 06:55PM","January 22, 2018 at 07:05PM",586
"January 22, 2018 at 08:32PM","January 22, 2018 at 08:42PM",601
"January 22, 2018 at 10:12PM","January 22, 2018 at 10:17PM",307
"January 23, 2018 at 01:29AM","January 23, 2018 at 01:33AM",277
"January 23, 2018 at 03:04AM","January 23, 2018 at 03:14AM",593
"January 23, 2018 at 04:40AM","January 23, 2018 at 04:50AM",601
"January 23, 2018 at 06:04PM","January 23, 2018 at 06:12PM",490
"January 23, 2018 at 07:39PM","January 23, 2018 at 07:49PM",632
"January 23, 2018 at 09:18PM","January 23, 2018 at 09:25PM",429
"January 24, 2018 at 02:12AM","January 24, 2018 at 02:20AM",531
"January 24, 2018 at 03:47AM","January 24, 2018 at 03:58AM",635
"January 24, 2018 at 05:26AM","January 24, 2018 at 05:31AM",245
"January 24, 2018 at 05:14PM","January 24, 2018 at 05:18PM",282
"January 24, 2018 at 06:46PM","January 24, 2018 at 06:57PM",635
"January 24, 2018 at 08:24PM","January 24, 2018 at 08:33PM",520
"January 25, 2018 at 01:20AM","January 25, 2018 at 01:27AM",443
"January 25, 2018 at 02:55AM","January 25, 2018 at 03:06AM",635
"January 25, 2018 at 04:32AM","January 25, 2018 at 04:40AM",477
"January 25, 2018 at 05:54PM","January 25, 2018 at 06:04PM",605
"January 25, 2018 at 07:31PM","January 25, 2018 at 07:41PM",585
"January 25, 2018 at 09:11PM","January 25, 2018 at 09:16PM",256
"January 26, 2018 at 12:28AM","January 26, 2018 at 12:33AM",325
"January 26, 2018 at 02:03AM","January 26, 2018 at 02:13AM",607
"January 26, 2018 at 03:39AM","January 26, 2018 at 03:49AM",580
"January 26, 2018 at 05:04PM","January 26, 2018 at 05:13PM",534
"January 26, 2018 at 06:39PM","January 26, 2018 at 06:50PM",623
"January 26, 2018 at 08:19PM","January 26, 2018 at 08:25PM",388
"January 26, 2018 at 11:37PM","January 26, 2018 at 11:40PM",160
"January 27, 2018 at 01:12AM","January 27, 2018 at 01:21AM",557
"January 27, 2018 at 02:48AM","January 27, 2018 at 02:58AM",627
"January 27, 2018 at 04:13PM","January 27, 2018 at 04:19PM",385
"January 27, 2018 at 05:47PM","January 27, 2018 at 05:58PM",637
"January 27, 2018 at 07:25PM","January 27, 2018 at 07:33PM",489
"January 28, 2018 at 12:20AM","January 28, 2018 at 12:28AM",480
"January 28, 2018 at 01:56AM","January 28, 2018 at 02:06AM",639
"January 28, 2018 at 03:33AM","January 28, 2018 at 03:40AM",414
"January 28, 2018 at 04:55PM","January 28, 2018 at 05:05PM",621
"January 28, 2018 at 06:32PM","January 28, 2018 at 06:41PM",563
"January 28, 2018 at 08:13PM","January 28, 2018 at 08:16PM",185
"January 28, 2018 at 11:28PM","January 28, 2018 at 11:34PM",375
"January 29, 2018 at 01:03AM","January 29, 2018 at 01:14AM",621
"January 29, 2018 at 02:40AM","January 29, 2018 at 02:49AM",549
"January 29, 2018 at 04:03PM","January 29, 2018 at 04:13PM",566
"January 29, 2018 at 05:39PM","January 29, 2018 at 05:49PM",612
"January 29, 2018 at 07:19PM","January 29, 2018 at 07:24PM",346
"January 29, 2018 at 10:37PM","January 29, 2018 at 10:40PM",230
"January 30, 2018 at 12:11AM","January 30, 2018 at 12:21AM",578
"January 30, 2018 at 01:47AM","January 30, 2018 at 01:58AM",614
"January 30, 2018 at 03:12PM","January 30, 2018 at 03:19PM",450
"January 30, 2018 at 04:46PM","January 30, 2018 at 04:57PM",636
"January 30, 2018 at 06:25PM","January 30, 2018 at 06:33PM",457
"January 30, 2018 at 11:19PM","January 30, 2018 at 11:28PM",509
"January 31, 2018 at 12:55AM","January 31, 2018 at 01:06AM",638
"January 31, 2018 at 02:33AM","January 31, 2018 at 02:39AM",335
"January 31, 2018 at 02:22PM","January 31, 2018 at 02:25PM",159
"January 31, 2018 at 03:54PM","January 31, 2018 at 04:05PM",631
"January 31, 2018 at 05:32PM","January 31, 2018 at 05:41PM",541
"January 31, 2018 at 07:13PM","January 31, 2018 at 07:15PM",90
"January 31, 2018 at 10:27PM","January 31, 2018 at 10:34PM",414
"February 01, 2018 at 12:03AM","February 01, 2018 at 12:13AM",630
"February 01, 2018 at 01:40AM","February 01, 2018 at 01:48AM",512
"February 01, 2018 at 03:02PM","February 01, 2018 at 03:12PM",590
"February 01, 2018 at 04:39PM","February 01, 2018 at 04:49PM",598
"February 01, 2018 at 06:19PM","February 01, 2018 at 06:24PM",298
"February 01, 2018 at 09:36PM","February 01, 2018 at 09:40PM",286
"February 01, 2018 at 11:11PM","February 01, 2018 at 11:21PM",595
"February 02, 2018 at 12:47AM","February 02, 2018 at 12:57AM",597
"February 02, 2018 at 02:11PM","February 02, 2018 at 02:19PM",500
"February 02, 2018 at 03:46PM","February 02, 2018 at 03:56PM",631
"February 02, 2018 at 05:25PM","February 02, 2018 at 05:32PM",422
"February 02, 2018 at 10:19PM","February 02, 2018 at 10:27PM",535
"February 02, 2018 at 11:54PM","February 03, 2018 at 12:05AM",633
"February 03, 2018 at 01:34AM","February 03, 2018 at 01:37AM",212
"February 03, 2018 at 02:54PM","February 03, 2018 at 03:04PM",636
"February 03, 2018 at 04:31PM","February 03, 2018 at 04:40PM",515
"February 03, 2018 at 09:27PM","February 03, 2018 at 09:34PM",449
"February 03, 2018 at 11:02PM","February 03, 2018 at 11:13PM",635
"February 04, 2018 at 12:40AM","February 04, 2018 at 12:47AM",466
"February 04, 2018 at 02:01PM","February 04, 2018 at 02:12PM",609
"February 04, 2018 at 03:38PM","February 04, 2018 at 03:48PM",581
"February 04, 2018 at 05:19PM","February 04, 2018 at 05:23PM",244
"February 04, 2018 at 08:35PM","February 04, 2018 at 08:40PM",334
"February 04, 2018 at 10:10PM","February 04, 2018 at 10:20PM",610
"February 04, 2018 at 11:47PM","February 04, 2018 at 11:56PM",574
"February 05, 2018 at 01:10PM","February 05, 2018 at 01:19PM",539
"February 05, 2018 at 02:45PM","February 05, 2018 at 02:56PM",623
"February 05, 2018 at 04:25PM","February 05, 2018 at 04:31PM",384
"February 05, 2018 at 07:43PM","February 05, 2018 at 07:46PM",165
"February 05, 2018 at 09:18PM","February 05, 2018 at 09:27PM",558
"February 05, 2018 at 10:54PM","February 05, 2018 at 11:04PM",625
"February 06, 2018 at 01:53PM","February 06, 2018 at 02:04PM",638
"February 06, 2018 at 03:31PM","February 06, 2018 at 03:39PM",487
"February 06, 2018 at 08:26PM","February 06, 2018 at 08:34PM",481
"February 06, 2018 at 10:01PM","February 06, 2018 at 10:12PM",638
"February 06, 2018 at 11:39PM","February 06, 2018 at 11:46PM",406
"February 07, 2018 at 01:01PM","February 07, 2018 at 01:11PM",623
"February 07, 2018 at 02:38PM","February 07, 2018 at 02:47PM",562
"February 07, 2018 at 04:19PM","February 07, 2018 at 04:22PM",178
"February 07, 2018 at 07:34PM","February 07, 2018 at 07:40PM",377
"February 07, 2018 at 09:09PM","February 07, 2018 at 09:20PM",621
"February 07, 2018 at 10:46PM","February 07, 2018 at 10:55PM",544
"February 08, 2018 at 12:09PM","February 08, 2018 at 12:18PM",569
"February 08, 2018 at 01:45PM","February 08, 2018 at 01:55PM",612
"February 08, 2018 at 03:24PM","February 08, 2018 at 03:30PM",342
"February 08, 2018 at 06:42PM","February 08, 2018 at 06:46PM",233
"February 08, 2018 at 08:17PM","February 08, 2018 at 08:27PM",578
"February 08, 2018 at 09:53PM","February 08, 2018 at 10:04PM",612
"February 09, 2018 at 12:52PM","February 09, 2018 at 01:03PM",636
"February 09, 2018 at 02:31PM","February 09, 2018 at 02:38PM",455
"February 09, 2018 at 07:25PM","February 09, 2018 at 07:34PM",510
"February 09, 2018 at 09:01PM","February 09, 2018 at 09:11PM",636
"February 09, 2018 at 10:39PM","February 09, 2018 at 10:45PM",324
"February 10, 2018 at 10:28AM","February 10, 2018 at 10:31AM",180
"February 10, 2018 at 12:00PM","February 10, 2018 at 12:10PM",632
"February 10, 2018 at 01:37PM","February 10, 2018 at 01:46PM",539
"February 10, 2018 at 03:19PM","February 10, 2018 at 03:20PM",80
"February 10, 2018 at 06:33PM","February 10, 2018 at 06:40PM",416
"February 10, 2018 at 08:08PM","February 10, 2018 at 08:19PM",629
"February 10, 2018 at 09:46PM","February 10, 2018 at 09:54PM",507
"February 11, 2018 at 11:08AM","February 11, 2018 at 11:18AM",593
"February 11, 2018 at 02:27PM","February 11, 2018 at 02:32PM",284
"February 11, 2018 at 05:44PM","February 11, 2018 at 05:49PM",302
"February 11, 2018 at 07:19PM","February 11, 2018 at 07:29PM",600
"February 11, 2018 at 08:55PM","February 11, 2018 at 09:05PM",590
"February 12, 2018 at 10:19AM","February 12, 2018 at 10:28AM",515
"February 12, 2018 at 11:54AM","February 12, 2018 at 12:05PM",630
"February 12, 2018 at 01:33PM","February 12, 2018 at 01:40PM",412
"February 12, 2018 at 04:53PM","February 12, 2018 at 04:54PM",102
"February 12, 2018 at 06:27PM","February 12, 2018 at 06:36PM",543
"February 12, 2018 at 08:03PM","February 12, 2018 at 08:13PM",631
"February 12, 2018 at 09:43PM","February 12, 2018 at 09:45PM",146
"February 13, 2018 at 09:29AM","February 13, 2018 at 09:34AM",342
"February 13, 2018 at 11:02AM","February 13, 2018 at 11:13AM",638
"February 13, 2018 at 12:40PM","February 13, 2018 at 12:48PM",507
"February 13, 2018 at 05:35PM","February 13, 2018 at 05:43PM",461
"February 13, 2018 at 07:11PM","February 13, 2018 at 07:21PM",637
"February 13, 2018 at 08:48PM","February 13, 2018 at 08:56PM",447
"February 14, 2018 at 10:10AM","February 14, 2018 at 10:20AM",616
"February 14, 2018 at 11:47AM","February 14, 2018 at 11:57AM",576
"February 14, 2018 at 01:28PM","February 14, 2018 at 01:31PM",225
"February 14, 2018 at 04:43PM","February 14, 2018 at 04:49PM",351
"February 14, 2018 at 06:19PM","February 14, 2018 at 06:29PM",614
"February 14, 2018 at 07:55PM","February 14, 2018 at 08:05PM",564
"February 15, 2018 at 09:19AM","February 15, 2018 at 09:28AM",552
"February 15, 2018 at 10:54AM","February 15, 2018 at 11:05AM",620
"February 15, 2018 at 12:34PM","February 15, 2018 at 12:40PM",371
"February 15, 2018 at 03:52PM","February 15, 2018 at 03:55PM",194
"February 15, 2018 at 05:27PM","February 15, 2018 at 05:36PM",566
"February 15, 2018 at 07:03PM","February 15, 2018 at 07:13PM",620
"February 16, 2018 at 08:28AM","February 16, 2018 at 08:35AM",422
"February 16, 2018 at 10:02AM","February 16, 2018 at 10:13AM",639
"February 16, 2018 at 11:40AM","February 16, 2018 at 11:48AM",476
"February 16, 2018 at 04:35PM","February 16, 2018 at 04:43PM",493
"February 16, 2018 at 06:11PM","February 16, 2018 at 06:21PM",638
"February 16, 2018 at 07:49PM","February 16, 2018 at 07:55PM",377
"February 17, 2018 at 09:10AM","February 17, 2018 at 09:20AM",628
"February 17, 2018 at 10:47AM","February 17, 2018 at 10:56AM",554
"February 17, 2018 at 12:28PM","February 17, 2018 at 12:31PM",149
"February 17, 2018 at 03:43PM","February 17, 2018 at 03:50PM",394
"February 17, 2018 at 05:18PM","February 17, 2018 at 05:29PM",625
"February 17, 2018 at 06:55PM","February 17, 2018 at 07:04PM",530
"February 18, 2018 at 08:18AM","February 18, 2018 at 08:28AM",581
"February 18, 2018 at 09:54AM","February 18, 2018 at 10:04AM",608
"February 18, 2018 at 11:34AM","February 18, 2018 at 11:39AM",325
"February 18, 2018 at 02:52PM","February 18, 2018 at 02:56PM",259
"February 18, 2018 at 04:26PM","February 18, 2018 at 04:36PM",586
"February 18, 2018 at 06:03PM","February 18, 2018 at 06:13PM",605
"February 19, 2018 at 07:27AM","February 19, 2018 at 07:35AM",480
"February 19, 2018 at 09:02AM","February 19, 2018 at 09:12AM",636
"February 19, 2018 at 10:40AM","February 19, 2018 at 10:48AM",442
"February 19, 2018 at 03:35PM","February 19, 2018 at 03:43PM",522
"February 19, 2018 at 05:10PM","February 19, 2018 at 05:21PM",635
"February 19, 2018 at 06:49PM","February 19, 2018 at 06:54PM",277
"February 20, 2018 at 08:10AM","February 20, 2018 at 08:20AM",636
"February 20, 2018 at 09:47AM","February 20, 2018 at 09:56AM",529
"February 20, 2018 at 02:43PM","February 20, 2018 at 02:50PM",433
"February 20, 2018 at 04:18PM","February 20, 2018 at 04:29PM",633
"February 20, 2018 at 05:56PM","February 20, 2018 at 06:04PM",488
"February 21, 2018 at 07:18AM","February 21, 2018 at 07:28AM",604
"February 21, 2018 at 08:54AM","February 21, 2018 at 09:04AM",592
"February 21, 2018 at 10:34AM","February 21, 2018 at 10:39AM",273
"February 21, 2018 at 01:51PM","February 21, 2018 at 01:56PM",313
"February 21, 2018 at 03:26PM","February 21, 2018 at 03:36PM",603
"February 21, 2018 at 05:03PM","February 21, 2018 at 05:12PM",584
"February 22, 2018 at 06:26AM","February 22, 2018 at 06:35AM",525
"February 22, 2018 at 08:02AM","February 22, 2018 at 08:12AM",629
"February 22, 2018 at 09:41AM","February 22, 2018 at 09:47AM",404
"February 22, 2018 at 01:00PM","February 22, 2018 at 01:02PM",129
"February 22, 2018 at 02:34PM","February 22, 2018 at 02:43PM",548
"February 22, 2018 at 04:10PM","February 22, 2018 at 04:21PM",628
"February 23, 2018 at 07:09AM","February 23, 2018 at 07:20AM",640
"February 23, 2018 at 08:47AM","February 23, 2018 at 08:56AM",501
"February 23, 2018 at 01:42PM","February 23, 2018 at 01:50PM",468
"February 23, 2018 at 03:18PM","February 23, 2018 at 03:29PM",637
"February 23, 2018 at 04:56PM","February 23, 2018 at 05:03PM",432
"February 24, 2018 at 06:17AM","February 24, 2018 at 06:28AM",620
"February 24, 2018 at 07:54AM","February 24, 2018 at 08:04AM",573
"February 24, 2018 at 09:35AM","February 24, 2018 at 09:38AM",212
"February 24, 2018 at 12:51PM","February 24, 2018 at 12:57PM",361
"February 24, 2018 at 02:26PM","February 24, 2018 at 02:36PM",617
"February 24, 2018 at 04:03PM","February 24, 2018 at 04:12PM",557
"February 25, 2018 at 05:26AM","February 25, 2018 at 05:35AM",561
"February 25, 2018 at 07:02AM","February 25, 2018 at 07:12AM",619
"February 25, 2018 at 08:41AM","February 25, 2018 at 08:47AM",363
"February 25, 2018 at 11:59AM","February 25, 2018 at 12:03PM",211
"February 25, 2018 at 01:34PM","February 25, 2018 at 01:43PM",571
"February 25, 2018 at 03:10PM","February 25, 2018 at 03:20PM",617
"February 26, 2018 at 04:35AM","February 26, 2018 at 04:42AM",437
"February 26, 2018 at 06:09AM","February 26, 2018 at 06:20AM",640
"February 26, 2018 at 07:47AM","February 26, 2018 at 07:55AM",470
"February 26, 2018 at 12:42PM","February 26, 2018 at 12:50PM",500
"February 26, 2018 at 02:18PM","February 26, 2018 at 02:28PM",637
"February 26, 2018 at 03:56PM","February 26, 2018 at 04:02PM",358
"February 27, 2018 at 05:17AM","February 27, 2018 at 05:28AM",631
"February 27, 2018 at 06:54AM","February 27, 2018 at 07:03AM",551
